frame_filename,attention_label
frame_0000.jpg,DISTRACTED
frame_0001.jpg,DISTRACTED
frame_0002.jpg,DISTRACTED
frame_0003.jpg,DISTRACTED
frame_0004.jpg,DISTRACTED
frame_0005.jpg,DISTRACTED
frame_0006.jpg,DISTRACTED
frame_0007.jpg,DISTRACTED
frame_0008.jpg,DISTRACTED
frame_0009.jpg,DISTRACTED
frame_0010.jpg,DISTRACTED
frame_0011.jpg,DISTRACTED
frame_0012.jpg,DISTRACTED
frame_0013.jpg,DISTRACTED
frame_0014.jpg,DISTRACTED
frame_0015.jpg,DISTRACTED
frame_0016.jpg,DISTRACTED
frame_0017.jpg,DISTRACTED
frame_0018.jpg,DISTRACTED
frame_0019.jpg,DISTRACTED
frame_0020.jpg,DISTRACTED
frame_0021.jpg,DISTRACTED
frame_0022.jpg,DISTRACTED
frame_0023.jpg,DISTRACTED
frame_0024.jpg,DISTRACTED
frame_0025.jpg,DISTRACTED
frame_0026.jpg,DISTRACTED
frame_0027.jpg,DISTRACTED
frame_0028.jpg,DISTRACTED
frame_0029.jpg,DISTRACTED
frame_0030.jpg,DISTRACTED
frame_0031.jpg,DISTRACTED
frame_0032.jpg,DISTRACTED
frame_0033.jpg,DISTRACTED
frame_0034.jpg,DISTRACTED
frame_0035.jpg,ATTENTIVE
frame_0036.jpg,DISTRACTED
frame_0037.jpg,DISTRACTED
frame_0038.jpg,ATTENTIVE
frame_0039.jpg,ATTENTIVE
frame_0040.jpg,ATTENTIVE
frame_0041.jpg,ATTENTIVE
frame_0042.jpg,ATTENTIVE
frame_0043.jpg,ATTENTIVE
frame_0044.jpg,ATTENTIVE
frame_0045.jpg,ATTENTIVE
frame_0046.jpg,ATTENTIVE
frame_0047.jpg,ATTENTIVE
frame_0048.jpg,ATTENTIVE
frame_0049.jpg,ATTENTIVE
frame_0050.jpg,ATTENTIVE
frame_0051.jpg,ATTENTIVE
frame_0052.jpg,ATTENTIVE
frame_0053.jpg,ATTENTIVE
frame_0054.jpg,ATTENTIVE
frame_0055.jpg,ATTENTIVE
frame_0056.jpg,ATTENTIVE
frame_0057.jpg,ATTENTIVE
frame_0058.jpg,ATTENTIVE
frame_0059.jpg,ATTENTIVE
frame_0060.jpg,ATTENTIVE
frame_0061.jpg,ATTENTIVE
frame_0062.jpg,ATTENTIVE
frame_0063.jpg,ATTENTIVE
frame_0064.jpg,ATTENTIVE
